country_id,country_id_iso,country_name,cab_id,cab_name,date_in,year_month_in,year_in,date_out,year_month_out,year_out,date_in_str,date_out_str,form_decade,cab_duration_max,cab_duration_days,cab_duration_relative,cab_composition1,cab_composition2,cab_party1,cab_party2,cab_party3,cab_party4,cab_party5,cab_party6,cab_num_parties,cab_coalition,cab_majority,cab_mwc,cab_surplus,govtype,newgov_type,post_election_cab,support_parties,support_party1,support_party2,support_party3,support_party4,techno_maj,techno_pm,techno_remit,prox_election,elecdate,num_parties,largest_party,largest_party_incab,largest_party_share,minority_sit,seats,cab_strength_lower,cab_strength_out,cab_seatshare,enpp,enpp_no_others,dim_first_median,dim_first_median_2nd,dim_first_median_bp,dim_first_label,dim_second_median,dim_second_median_2nd,dim_second_label,prox_election_upper,upper_seats_total,cab_strength_upper,cab_strength_upper_out,upper_majority,upper_enpp,upper_dim_first_median,upper_dim_second_median,form_duration,form_duration_alt,barg_fail_rounds,barg_success_parties,barg_success_duration,barg_success_party1,barg_success_party2,barg_success_party3,barg_success_party4,barg_success_party5,barg_success_party6,barg_fail1_parties,barg_fail1_duration,barg_fail1_party1,barg_fail1_party2,barg_fail1_party3,barg_fail1_party4,barg_fail1_party5,barg_fail1_party6,barg_fail1_party7,barg_fail1_party8,barg_fail1_party9,barg_fail2_parties,barg_fail2_duration,barg_fail2_party1,barg_fail2_party2,barg_fail2_party3,barg_fail2_party4,barg_fail2_party5,barg_fail2_party6,barg_fail2_party7,barg_fail2_party8,barg_fail3_parties,barg_fail3_duration,barg_fail3_party1,barg_fail3_party2,barg_fail3_party3,barg_fail3_party4,barg_fail3_party5,barg_fail3_party6,barg_fail3_party7,barg_fail4_parties,barg_fail4_duration,barg_fail4_party1,barg_fail4_party2,barg_fail4_party3,barg_total_duration,form_invest_pro,form_invest_con,form_invest_abs,coal_agree,coal_agree_public,coal_elec_rule,coal_conf,coal_conf_mech1,coal_conf_mech2,coal_conf_mech3,coal_conf_mech4,coal_conf_mech5,coal_conf_mech6,coal_conf_common,coal_conf_common_mech1,coal_conf_common_mech2,coal_conf_serious,coal_conf_serious_mech1,coal_conf_serious_mech2,personalunion,personalunion_party1,personalunion_party2,personalunion_party3,personalunion_party4,personalunion_party5,personalunion_party6,exclagenda,coal_disc_leg,coal_disc_parl,coal_free_appointment,coal_policy,coal_junmin,coal_noncab,coal_size_agreement_doc1,coal_size_agreement_doc2,coal_size_agreement_doc3,coal_size_agreement_doc4,coal_size_agreement_all,coal_genrules_doc1,coal_genrules_doc2,coal_genrules_doc3,coal_genrules_doc4,coal_genrules_all,coal_polspec_doc1,coal_polspec_doc2,coal_polspec_doc3,coal_polspec_doc4,coal_polspec_all,coal_distoff_doc1,coal_distoff_doc2,coal_distoff_doc3,coal_distoff_doc4,coal_distoff_all,coal_distcomp_doc1,coal_distcomp_doc2,coal_distcomp_doc3,coal_distcomp_doc4,coal_distcomp_all,coal_pol_doc1,coal_pol_doc2,coal_pol_doc3,coal_pol_doc4,coal_pol_all,num_ministries,num_ministers,junmin,deputy_party1,deputy_party2,deputy_party3,deputy_party4,deputy_party5,deputy_port1,deputy_port2,deputy_port3,deputy_port4,portfolio1_party1,portfolio2_party1,portfolio3_party1,portfolio4_party1,portfolio5_party1,portfolio6_party1,portfolio7_party1,portfolio8_party1,portfolio9_party1,portfolio10_party1,portfolio11_party1,portfolio11_party2,portfolio12_party1,portfolio12_party2,portfolio13_party1,portfolio14_party1,portfolio15_party1,portfolio16_party1,portfolio17_party1,portfolio17_party2,portfolio18_party1,portfolio19_party1,portfolio20_party1,portfolio20_party2,portfolio21_party1,portfolio22_party1,portfolio23_party1,portfolio24_party1,portfolio25_party1,portfolio26_party1,portfolio27_party1,portfolio28_party1,portfolio29_party1,portfolio30_party1,portfolio31_party1,portfolio32_party1,portfolio33_party1,portfolio34_party1,portfolio35_party1,portfolio36_party1,portfolio37_party1,portfolio38_party1,portfolio39_party1,portfolio40_party1,portfolio41_party1,portfolio42_party1,portfolio43_party1,portfolio44_party1,portfolio45_party1,portfolio46_party1,portfolio47_party1,portfolio48_party1,portfolio49_party1,portfolio50_party1,portfolio51_party1,portfolio52_party1,portfolio53_party1,jm_portfolio2_party1,jm_portfolio2_party2,jm_portfolio2_party3,jm_portfolio3_party1,jm_portfolio3_party2,jm_portfolio4_party1,jm_portfolio4_party2,jm_portfolio5_party1,jm_portfolio5_party2,jm_portfolio6_party1,jm_portfolio6_party2,jm_portfolio7_party1,jm_portfolio7_party2,jm_portfolio8_party1,jm_portfolio8_party2,jm_portfolio9_party1,jm_portfolio9_party2,jm_portfolio10_party1,jm_portfolio10_party2,jm_portfolio10_party3,jm_portfolio11_party1,jm_portfolio11_party2,jm_portfolio12_party1,jm_portfolio12_party2,jm_portfolio13_party1,jm_portfolio13_party2,jm_portfolio14_party1,jm_portfolio14_party2,jm_portfolio15_party1,jm_portfolio15_party2,jm_portfolio16_party1,jm_portfolio17_party1,jm_portfolio17_party2,jm_portfolio18_party1,jm_portfolio18_party2,jm_portfolio19_party1,jm_portfolio20_party1,jm_portfolio21_party1,jm_portfolio21_party2,jm_portfolio22_party1,jm_portfolio22_party2,jm_portfolio23_party1,jm_portfolio25_party1,jm_portfolio25_party2,jm_portfolio27_party1,jm_portfolio27_party2,jm_portfolio28_party1,jm_portfolio29_party1,jm_portfolio30_party1,jm_portfolio31_party1,jm_portfolio32_party1,jm_portfolio33_party1,jm_portfolio34_party1,jm_portfolio35_party1,term_disc,term_tech_regelec,term_tech_const,term_tech_death,term_disc_earlyelec,term_disc_enlarge,term_disc_voluntary,term_disc_cabdefeat,term_disc_conflict_pol,term_disc_conflict_pers,term_disc_intra,term_disc_intra_party,term_disc_intra_conflict,term_event_nonparlelec,term_event_popshock,term_event_intnat,term_event_econ,term_event_pers,term_ministry,term_descr,inst_bicam,inst_posparl,inst_convote,inst_pmpower,pmpower_formcab,pmpower_formcab_rule1,pmpower_minappoint,pmpower_minappoint_rule,pmpower_mindismiss,pmpower_mindismiss_rule,pmpower_minaccount,pmpower_pmjurisdiction,pmpower_pmsteering,pmpower_pmagenda,pmpower_pmoffice,pmpower_pmoffice_rule1,pmpower_pmoffice_rule2,pmpower_pmoffice_rule3,inst_semipres,inst_comment,seats_party1,seats_party2,seats_party3,seats_party4,seats_party5,seats_party6,seats_party7,seats_party8,seats_party9,seats_party10,seats_party11,seats_party12,seats_party13,seats_party14,seats_party15,seats_party16,seats_party17,seats_party18,seats_party19,seats_party20,seats_party21,seats_party22,seats_party23,seats_party24,seats_party25,seats_party26,seats_party27,seats_party28,seats_party29,seats_party30,seats_party31,seats_party32,seats_party33,seats_party34,seats_party35,seats_party36,seats_party37,seats_party38,seats_party99,upper_seats_party1,upper_seats_party2,upper_seats_party3,upper_seats_party4,upper_seats_party5,upper_seats_party6,upper_seats_party7,upper_seats_party8,upper_seats_party9,upper_seats_party10,upper_seats_party11,upper_seats_party12,upper_seats_party13,upper_seats_party14,upper_seats_party15,upper_seats_party16,upper_seats_party17,upper_seats_party18,upper_seats_party19,upper_seats_party20,upper_seats_party21,upper_seats_party22,upper_seats_party24,upper_seats_party25,upper_seats_party26
21,233,Estonia,2102,Tarand,08-11-1994,1994m11,1994,05-03-1995,1995m3,1995,08-11-1994,05-03-1995,90,117,117,1,"SDE, IL, ERSP, VKR-P, ER","2,10,00,72,10,01,52,10,00,00,00,00,00,00,000",210007,210015,210016,210021,210022,,5,1,0,0,0,1,2,0,Sõlt,210013,,,,0,0,1,4,20-09-1992,12,210007,1,0.118811881,1,101,47,47,0.465346535,11.52655367,10.63015312,210014,,0.057270351,Econ. left-right,210015,210018,Ethnic,,,,,,,,,43,43,1,"SDE, IL, ERSP, VKR-P, ER, Sõlt",19,210007,210015,210016,210021,210022,210013,"ER, IL, ERSP",4,210022,210015,210016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,63,1,15,2,1,0,"IC, CoC, PCa",1,3,5,,,,PCa,5,,PCa,5,,0,,,,,,,1,1,4,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,15,,,,,,,,,,,210007,210015,210015,210015,210015,210015,210016,210016,210015,,210015,,210007,,210016,210007,,210007,210015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,,0,1,0,4,1,2,1,2,1,2,0,0,0,1,0,,,,0,,,,,,11,6,12,,1,8,,,7,7,11,8,,8,,0,10,6,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,
21,233,Estonia,2103,Vähi I,17-04-1995,1995m4,1995,12-10-1995,1995m10,1995,17-04-1995,12-10-1995,90,1420,178,0.125352113,"EKo, EK, EML, EME, EPPE","2,10,01,82,10,00,52,10,00,00,00,00,00,00,000",210018,210005,210010,210003,210002,,5,1,1,0,1,4,1,1,,,,,,0,0,1,2,05-03-1995,10,210022,0,0.188118812,1,101,57,41,0.564356436,7.950896337,7.950896337,210010,,0.07935189,Econ. left-right,210015,,Ethnic,,,,,,,,,43,43,3,"EK, EPPE, EML, EME, EKe",22,210018,210002,210010,210003,210005,,"EK, EPPE, EML, EME, ER",13,210018,210002,210010,210003,210022,,,,,"EK, EPPE, EML, EME, VKR-P",6,210018,210002,210010,210003,210021,,,,"EKe, ER, SDE, IL, ERSP",2,210005,210022,210007,210015,210016,,,,,,,,22,62,34,1,2,1,0,"CoC, PCa, PS",3,5,6,,,,CoC,3,,PS,6,,0,,,,,,,1,1,3,0,2,0,1,1275,,,,1275,10,,,,10,0,,,,0,0,,,,0,0,,,,0,90,,,,90,12,15,,,,,,,,,,,210018,210018,210018,210005,210018,210005,210005,210018,210003,,210005,,210010,,210005,210018,,210018,,,210018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,1,0,,,0,0,0,0,1,,"In fall 1995 KE leader Edgar Savisaar was revealed to have secretly tape recorded conversation he had with other politicians during coalition negotiations, causing PM Vähi to ask President Meri to fire him, which the President did. After that, Vähi decided also to resign the cabinet",0,1,0,4,1,2,1,2,1,2,0,0,0,1,0,,,,0,,6,6,8,,16,,6,,0,9,,0,,0,8,,,18,,,5,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,233,Estonia,2104,Vähi II,06-11-1995,1995m11,1995,20-11-1996,1996m11,1996,06-11-1995,20-11-1996,90,1217,380,0.312243221,"EKo, ER, EME, EML, EPPE","2,10,01,82,10,02,22,10,00,00,00,00,00,00,000",210018,210022,210003,210010,210002,,5,1,1,0,1,4,2,0,,,,,,0,0,1,3,05-03-1995,10,210018,1,0.188118812,1,101,60,40,0.594059406,8.000784314,7.849293564,210015,,0.071042792,Econ. left-right,210015,,Ethnic,,,,,,,,,25,25,0,"EK, EPPE, EML, EME, ER",3,210018,210002,210010,210003,210022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,55,5,19,2,1,0,"CoC, PCa",3,5,,,,,PCa,5,,PCa,5,,0,,,,,,,1,1,3,0,2,0,1,715,,,,715,6,,,,6,0,,,,0,0,,,,0,0,,,,0,94,,,,94,13,15,,,,,,,,,,,210018,210018,210022,210022,210018,210022,210022,210018,210003,210018,210022,,210010,,210022,210003,,210018,,,210018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,1,0,0,,,1,0,0,0,0,,"When after local elections in Nov 1996, Vähi's EK decided to form a coalition in the Tallinn City Council with the Center Party, his national partner, ER, decided to leave the coalition in protest",0,1,0,4,1,2,1,2,1,2,0,0,0,1,0,,,,0,,6,6,9,,15,,6,,0,7,,0,,0,8,,,19,,,5,19,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
21,233,Estonia,2105,Vähi III,02-12-1996,1996m12,1996,25-02-1997,1997m2,1997,02-12-1996,25-02-1997,90,825,85,0.103030303,"EKo, EME, EML, AP, EPPE","2,10,01,82,10,00,32,10,00,00,00,00,00,00,000",210018,210003,210010,210004,210002,,5,1,0,0,0,1,2,0,AP,210004,,,,0,0,1,3,05-03-1995,11,210018,1,0.188118812,1,101,46,46,0.455445545,8.847354727,8.53002611,210015,,0.071042792,Econ. left-right,210015,,Ethnic,,,,,,,,,12,12,1,"EK, EPPE, EML, EME",1,210018,210002,210010,210003,,,"EK, EPPE, EML, EME, EKe",4,210018,210002,210010,210003,210005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,2,1,0,Parl,4,,,,,,Parl,4,,Parl,4,,0,,,,,,,1,1,3,0,1,0,1,715,,,,715,6,,,,6,0,,,,0,0,,,,0,0,,,,0,94,,,,94,13,14,,,,,,,,,,,210018,210018,210018,210018,210018,210018,210018,210018,210003,210018,210018,,210010,,210018,210003,,,,,210004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,,,0,0,0,0,1,,Vähi's personal resignation came after it was revealed that while serving as mayor of Tallinn in the mid-1990s he had acquired some apartments in the old town for a fraction of their real value,0,1,0,4,1,2,1,2,1,2,0,0,0,1,0,,,,0,,6,6,8,6,9,,6,,0,7,,0,,0,8,,,19,,,5,19,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
21,233,Estonia,2106,Siimann,17-03-1997,1997m3,1997,07-03-1999,1999m3,1999,17-03-1997,07-03-1999,90,720,720,1,"EKo, EME, EML, AP, EPPE","2,10,01,82,10,00,32,10,00,00,00,00,00,00,000",210018,210003,210010,210004,210002,,5,1,0,0,0,1,3,0,AP,210004,,,,0,0,1,4,05-03-1995,10,210018,1,0.188118812,1,101,45,45,0.445544554,8.608438819,7.715432649,210015,,0.071042792,Econ. left-right,210015,,Ethnic,,,,,,,,,20,20,1,"EK, EPPE, EML, EME",1,210018,210002,210010,210003,,,"EK, EPPE, EML, EME, ER, EKe, AP",3,210018,210002,210010,210003,210022,210005,210004,,,,,,,,,,,,,,,,,,,,,,,,,,,4,72,13,2,2,1,0,Parl,4,,,,,,Parl,4,,Parl,4,,0,,,,,,,1,1,3,0,1,0,1,715,,,,715,6,,,,6,0,,,,0,0,,,,0,0,,,,0,94,,,,94,13,14,,,,,,,,,,,210018,210018,210018,210018,210018,210018,210018,210018,210003,210018,210018,,210010,,210018,210018,210004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,,0,1,0,4,1,2,1,2,1,2,0,0,0,1,0,,,,0,,0,6,8,5,10,,6,,0,7,,0,,0,8,,,19,,,5,19,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,
21,233,Estonia,2107,Laar II,25-03-1999,1999m3,1999,08-01-2002,2002m1,2002,25-03-1999,08-01-2002,90,1438,1020,0.709318498,"IL, ER, SDE","2,10,01,52,10,02,22,10,000",210015,210022,210007,,,,3,1,1,1,0,3,1,1,,,,,,0,0,1,2,07-03-1999,7,210005,0,0.277227723,1,101,53,53,0.524752475,5.499191375,5.499191375,210007,,0.152173913,Econ. left-right,210003,,Ethnic,,,,,,,,,18,18,0,"IL, ER, SDE",6,210015,210022,210007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,53,48,0,2,1,0,"CoC, IC, O, PS",3,1,7,6,,,PCa,5,,PS,6,,0,,,,,,,1,1,2,0,2,0,1,4029,,,,4029,4,,,,4,0,,,,0,0,,,,0,0,,,,0,96,,,,96,13,15,,,,,,,,,,,210015,210022,210007,210015,210015,210007,210015,210022,210022,210022,210007,,210007,,210015,210022,210007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,1,0,0,,,0,0,0,0,0,14,"The coalition had bickered over several issues, but when Laar's IL was unable to convince ER about the need for local government reform, Laar called it quits",0,1,0,4,1,2,1,2,1,2,0,0,0,1,0,,,,0,,6,,7,0,28,,17,,,,,,,,18,,,7,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,233,Estonia,2108,Kallas,28-01-2002,2002m1,2002,02-03-2003,2003m3,2003,28-01-2002,02-03-2003,100,398,398,1,"ER, EK","2,10,02,22,10,005",210022,210005,,,,,2,1,0,0,0,1,2,0,,,,,,0,0,1,4,07-03-1999,7,210005,1,0.277227723,1,101,46,46,0.455445545,5.534997287,5.42888165,210007,,0.152173913,Econ. left-right,210003,,Ethnic,,,,,,,,,20,20,0,"ER, EKe",8,210022,210005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,62,31,0,2,1,0,"CoC, PCa",3,5,,,,,CoC,3,,CoC,3,,1,,,,,,,1,1,2,0,1,0,1,970,,,,970,4,,,,4,0,,,,0,0,,,,0,0,,,,0,96,,,,96,12,14,,,,,,,,,,,210022,210005,210022,210005,210005,210005,210005,210022,210022,210022,210005,,210005,,,210022,210005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,,0,1,0,4,1,2,1,2,1,2,0,0,0,1,0,,,,0,,6,,7,0,28,,17,,,,,,,,18,,,6,,,,18,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
21,233,Estonia,2109,Parts,10-04-2003,2003m4,2003,24-03-2005,2005m3,2005,10-04-2003,24-03-2005,100,1424,714,0.501404494,"ResP, ER, ERL","2,10,01,72,10,02,22,10,000",210017,210022,210008,,,,3,1,1,1,0,3,1,1,,,,,,0,0,1,2,02-03-2003,6,210005,0,0.277227723,1,101,60,47,0.594059406,4.672927164,4.672927164,210015,,0.034482759,Econ. left-right,210022,,Ethnic,,,,,,,,,39,39,0,"ResP, ER, ERL,",21,210017,210022,210008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,60,27,6,2,1,0,"PCa, Parl, PS",5,4,6,,,,PCa,5,,PCa,5,,0,,,,,,,1,1,2,0,2,0,1,10246,,,,10246,6,,,,6,2.6,,,,2.5999999,1.4,,,,1.4,0,,,,0,90,,,,90,12,14,,,,,,,,,,,210017,210017,210022,210008,210022,210017,210017,210017,210008,210022,210022,,210008,,,210008,210022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,1,0,0,0,,,0,0,0,0,1,,"Justice Minister Ken-Marti Vaher lost a no-confidence vote, upon which Parts announced that his coalition was over. The defeat was essentially vis-a-vis Parts and ResP, and less so against the cabinet as a whole, since one of the coalition members, ER, defected and voted against Vaher, thereby signaling its overall disillusionment with the coalition",0,1,0,4,1,2,1,2,1,2,0,0,0,1,0,,,,0,,0,,,,28,,6,13,,,,,,,7,,28,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,233,Estonia,2110,Ansip I,13-04-2005,2005m4,2005,04-03-2007,2007m3,2007,13-04-2005,04-03-2007,100,690,690,1,"ER, EK, ERL","2,10,02,22,10,00,52,10,000",210022,210005,210008,,,,3,1,1,1,0,3,2,0,,,,,,0,0,1,4,02-03-2003,6,210017,0,0.277227723,1,101,52,52,0.514851485,5.475577026,4.807670928,210017,,0.275862069,Econ. left-right,210015,,Ethnic,,,,,,,,,20,20,1,"ER, EKe, ERL",13,210022,210005,210008,,,,"ResP, IL, ER",1,210017,210015,210022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,53,40,0,2,1,0,"CoC, CaC, PCa",3,2,5,,,,CoC,3,,CoC,3,,1,,,,,,,1,1,2,0,1,0,1,2041,,,,2041,1.5,,,,1.5,11,,,,11,4,,,,4,0,,,,0,83.5,,,,83.5,12,14,,,,,,,,,,,210022,210008,210022,210005,210022,210005,210005,210022,210008,210005,210005,,210008,,,210008,210022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,,0,1,0,4,1,2,1,2,1,2,0,0,0,1,0,,,,0,,0,,,,20,,6,13,,,,,,,7,,28,,,,,19,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,
21,233,Estonia,2111,Ansip II,04-04-2007,2007m4,2007,21-05-2009,2009m5,2009,04-04-2007,21-05-2009,100,1432,778,0.543296089,"ER, IRL, SDE","2,10,02,22,10,01,92,10,000",210022,210019,210007,,,,3,1,1,1,0,3,1,1,,,,,,0,0,1,2,04-03-2007,6,210022,1,0.306930693,1,101,60,50,0.594059406,4.368736617,4.368736617,210011,,0.063063063,Econ. left-right,210022,,Ethnic,,,,,,,,,31,31,1,"ER, IRL, SDE",2,210022,210019,210007,,,,"ER, IRL, SDE, ERoh",15,210022,210019,210007,210011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,62,0,1,2,1,0,PCa,5,,,,,,PCa,5,,PCa,5,,0,,,,,,,1,1,1,0,3,0,1,7738,,,,7738,0.5,,,,0.49999997,0,,,,0,0,,,,0,0,,,,0,99.5,,,,99.5,12,14,,,,,,,,,,,210022,210007,210022,210007,210019,210022,210019,210022,210022,210022,210019,,210019,,,210019,210007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,1,0,0,,,0,0,0,1,0,6,"Ansip threw out the SDE ministers over disputes concerning unemployment benefits and budgetary constraints. Ansip wanted to reduce benefits and raise payroll taxes, which the SDE objected to, until Ansip had President Ilves remove them from his cabinet",0,1,0,4,1,2,1,2,1,2,0,0,0,1,0,,,,0,,0,,,,29,,10,6,,,6,,,,,,,,19,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,233,Estonia,2112,Ansip III,04-06-2009,2009m6,2009,06-03-2011,2011m3,2011,04-06-2009,06-03-2011,100,640,640,1,"ER, IRL","2,10,02,22,10,019",210022,210019,,,,,2,1,0,0,0,1,2,0,,,,,,0,0,1,4,04-03-2007,6,210022,1,0.306930693,1,101,50,49,0.495049505,4.476086003,4.389815628,210019,,0.225225225,Econ. left-right,210022,,Ethnic,,,,,,,,,14,14,1,"ER, IRL",3,210022,210019,,,,,"ER, IRL, ERL",6,210022,210019,210008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,2,1,0,"IC, CaC, CoC, Parl, PCa",1,2,3,4,5,,PCa,5,,"IC, PCa",1,5,0,,,,,,,1,1,2,0,3,0,1,7738,,,,7738,0.5,,,,0.49999997,0,,,,0,0,,,,0,0,,,,0,99.5,,,,99.5,12,13,,,,,,,,,,,210022,210022,210022,210019,210019,210022,210019,210022,210022,210022,210019,,210019,,,210019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,,0,1,0,4,1,2,1,2,1,2,0,0,0,1,0,,,,0,,0,,,,28,,10,6,,,6,,,,,,,,19,,,31,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
21,233,Estonia,2113,Ansip IV,06-04-2011,2011m4,2011,04-03-2014,2014m3,2014,06-04-2011,04-03-2014,110,1426,1063,0.745441795,"ER, IRL","2,10,02,22,10,019",210022,210019,,,,,2,1,1,1,0,3,1,1,,,,,,0,0,1,2,06-03-2011,4,210022,1,0.326732673,1,101,56,55,0.554455446,3.842184557,3.842184557,210019,,0.230769231,Econ. left-right,210022,,Ethnic,,,,,,,,,31,31,0,"ER, IRL",26,210022,210019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,56,44,0,2,1,0,"Pca, CCM",5,7,,,,,PCa,5,,PCa,5,,1,,,,,,,1,1,1,0,3,0,1,11232,,,,11232,0,,,,0,0,,,,0,0,,,,0,0,,,,0,100,,,,100,12,13,,,,,,,,,,,210022,210022,210022,210019,210019,210022,210019,210022,210022,210022,210019,,210019,,,210019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,,,0,0,0,0,1,,Ansip resigned to stand for the European Parliament and become EU Commissioner,0,1,0,4,1,2,1,2,1,2,0,0,0,1,0,,,,0,,,,,,26,,19,,,,0,,,,,,,,23,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,233,Estonia,2114,Rõivas,26-03-2014,2014m3,2014,01-03-2015,2015m3,2015,26-03-2014,01-03-2015,110,340,340,1,"ER, SDE","2,10,02,22,10,007",210022,210007,,,,,2,1,1,1,0,3,2,0,,,,,,0,0,1,4,06-03-2011,4,210022,1,0.326732673,1,101,52,52,0.514851485,4.280738565,3.785775493,210019,,0.230769231,Econ. left-right,210022,,Ethnic,,,,,,,,,22,22,1,"ER, SDE",7,210022,210007,,,,,"ER, SDE",5,210022,210007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,55,36,0,2,1,0,"Pca, CCM",5,7,,,,,PCa,5,,PCa,5,,1,,,,,,,1,1,1,0,3,0,1,3590,,,,3590,0,,,,0,0,,,,0,0,,,,0,2,,,,2,98,,,,98,12,14,,,,,,,,,,,210022,210022,210022,210007,210007,,210007,210022,210022,210022,,,210007,,,,,,,,,210007,210022,,210007,210022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,,0,1,0,4,1,2,1,2,1,2,0,0,0,1,0,,,,0,,,,,,20,,19,,,,,,,,,,,,22,,,33,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,
